regime,environment,test_year,model,n,rmse,mae,r2,correlation
FORWARD-YEAR-B10,2016-GAH2,2016,G+E_T2,87,6.979536857316707,6.842824932173168,-25.50807210408885,0.0999555217071784
FORWARD-YEAR-B10,2016-IAH2,2016,G,388,2.4061174228349014,1.9531946445863966,-0.0137503651599864,0.20494500988534162
FORWARD-YEAR-B10,2016-IAH2,2016,G+E_T0,388,2.483017711996045,2.0242551893056153,-0.07958545037098563,0.07840257967086389
FORWARD-YEAR-B10,2016-IAH2,2016,G+E_T1,388,2.4159047866928516,1.8914604656327623,-0.02201440359451623,0.019571336748519533
FORWARD-YEAR-B10,2016-IAH2,2016,G+E_T2,388,6.876619167535101,6.436402515812866,-7.280324080531219,0.010538992928987995
FORWARD-YEAR-B10,2016-IAH3,2016,G,375,2.571579929991846,2.2360966355506053,-2.291291811987142,0.14456777066073595
FORWARD-YEAR-B10,2016-IAH3,2016,G+E_T0,375,2.7342211757655406,2.4084346979374205,-2.7207768037959807,0.04016975447154974
FORWARD-YEAR-B10,2016-IAH3,2016,G+E_T1,375,2.0868705145352187,1.754815445181764,-1.1674911852366003,-0.0025608982162068934
FORWARD-YEAR-B10,2016-IAH3,2016,G+E_T2,375,4.808436064532111,4.574260027949627,-10.507315639303412,-0.01986550731262318
FORWARD-YEAR-B10,2016-IAH4,2016,G,396,1.934722973774643,1.658299246758204,-1.2771818516216666,0.26247630246776776
FORWARD-YEAR-B10,2016-IAH4,2016,G+E_T0,396,1.8048396069838217,1.513242563419842,-0.9816975044468779,0.19853005591662068
FORWARD-YEAR-B10,2016-IAH4,2016,G+E_T1,396,1.3353149045682235,1.063421851586958,-0.08474468205955477,0.1964876628856639
FORWARD-YEAR-B10,2016-IAH4,2016,G+E_T2,396,6.494945036663629,6.37086870117328,-24.663217046575475,0.20576343208247547
FORWARD-YEAR-B10,2016-ILH1,2016,G,212,2.596009425741331,2.1852928081976657,-0.9760040269787669,0.1802537307836748
FORWARD-YEAR-B10,2016-ILH1,2016,G+E_T0,212,2.1042168722089887,1.703653389007671,-0.29824390541893586,0.2513814019372815
FORWARD-YEAR-B10,2016-ILH1,2016,G+E_T1,212,1.7970024624022063,1.361178990649999,0.05316862691286128,0.2377733170897303
FORWARD-YEAR-B10,2016-ILH1,2016,G+E_T2,212,8.738424863102857,8.550319601623022,-21.389356316237638,0.21602125757854995
FORWARD-YEAR-B10,2016-INH1,2016,G,235,1.728344377977355,1.3351190799999788,0.1461627766029403,0.45426759045909376
FORWARD-YEAR-B10,2016-INH1,2016,G+E_T0,235,2.6577917313530706,2.163677746786263,-1.0190934199999697,0.4133095532437153
FORWARD-YEAR-B10,2016-INH1,2016,G+E_T1,235,1.9215005093061959,1.4512760552752209,-0.05534760619274248,0.3779769693464121
FORWARD-YEAR-B10,2016-INH1,2016,G+E_T2,235,1.7969336493485217,1.3746341761316367,0.07704908592052717,0.3486922627956044
FORWARD-YEAR-B10,2016-MIH1,2016,G,234,2.2383677979874035,1.8735213827499302,-0.21388860199380066,0.17209292432492324
FORWARD-YEAR-B10,2016-MIH1,2016,G+E_T0,234,2.214518823980939,1.6588922410494904,-0.1881593433547739,0.15187957936830612
FORWARD-YEAR-B10,2016-MIH1,2016,G+E_T1,234,2.6841702525287454,2.0831129973556965,-0.7455651108202874,0.1717661357429018
FORWARD-YEAR-B10,2016-MIH1,2016,G+E_T2,234,5.2566434619555205,4.8644186698624035,-5.694728635532747,0.1955060570671128
FORWARD-YEAR-B10,2016-MNH1,2016,G,232,2.074436562818155,1.7394905099517457,-1.0019375353731408,0.18284035395343004
FORWARD-YEAR-B10,2016-MNH1,2016,G+E_T0,232,1.505368100208199,1.202786092478792,-0.05423061285106745,0.05298415983486832
FORWARD-YEAR-B10,2016-MNH1,2016,G+E_T1,232,2.671522298627082,2.249184914827922,-2.3202272724110973,0.02500959490466188
FORWARD-YEAR-B10,2016-MNH1,2016,G+E_T2,232,10.947728474487587,10.842849626360756,-54.756851332017945,0.034575397283886096
FORWARD-YEAR-B10,2016-NEH1,2016,G,231,2.0632372037651763,1.6321699198268882,-0.37669772075861063,0.3078482174342959
FORWARD-YEAR-B10,2016-NEH1,2016,G+E_T0,231,2.6856781054689454,2.232900897939611,-1.3326425327547797,0.31596091646300356
FORWARD-YEAR-B10,2016-NEH1,2016,G+E_T1,231,4.343605149525865,4.008015502046979,-5.101560916066801,0.28431450163255206
FORWARD-YEAR-B10,2016-NEH1,2016,G+E_T2,231,10.817742556171568,10.683367819156704,-36.84543978539839,0.25648978735730255
FORWARD-YEAR-B10,2016-NEH4,2016,G,214,1.592432506528573,1.2357821964362192,-0.17056944523283502,0.08472479525941344
FORWARD-YEAR-B10,2016-NEH4,2016,G+E_T0,214,1.676550300280181,1.3096540745445548,-0.29750276103465323,0.12098623484626972
FORWARD-YEAR-B10,2016-NEH4,2016,G+E_T1,214,1.7378322347501047,1.3661380623877304,-0.3940900013294628,0.09929741347138038
FORWARD-YEAR-B10,2016-NEH4,2016,G+E_T2,214,2.0303517665790243,1.691277909892813,-0.9029075556494794,0.06507602699412753
FORWARD-YEAR-B10,2016-NYH1,2016,G,224,1.4632113302122498,1.1424735439372766,-0.6359358584169295,0.1177236164028461
FORWARD-YEAR-B10,2016-NYH1,2016,G+E_T0,224,2.1371190465687913,1.833914894163455,-2.4898727431773433,0.10101619154921374
FORWARD-YEAR-B10,2016-NYH1,2016,G+E_T1,224,1.7243396849169197,1.402798182272105,-1.27194497027623,0.13383098345160205
FORWARD-YEAR-B10,2016-NYH1,2016,G+E_T2,224,1.8768830981891984,1.6081297325513997,-1.691699711201946,0.13260521837882872
FORWARD-YEAR-B10,2016-NYH2,2016,G,230,2.495724877788763,1.9529816552998638,-0.9075843255373295,0.07071231974031351
FORWARD-YEAR-B10,2016-NYH2,2016,G+E_T0,230,2.9698294351759027,2.44072629825885,-1.701178869484564,0.008671392025016034
FORWARD-YEAR-B10,2016-NYH2,2016,G+E_T1,230,3.2648383942242316,2.75716998657726,-2.2644777059187056,0.016711722618505644
FORWARD-YEAR-B10,2016-NYH2,2016,G+E_T2,230,2.3339349602033086,1.7898123506286476,-0.6682757143722815,0.0353575635121015
FORWARD-YEAR-B10,2016-NYH2L,2016,G,96,5.948291940128684,5.887268896072778,-106.30560130734693,0.009686976784745697
FORWARD-YEAR-B10,2016-NYH2L,2016,G+E_T0,96,6.534663130417931,6.495326832105391,-128.5043182462214,0.05938753457588776
FORWARD-YEAR-B10,2016-NYH2L,2016,G+E_T1,96,6.8692089707835535,6.832402780820601,-142.10384360849906,0.09585922916041514
FORWARD-YEAR-B10,2016-NYH2L,2016,G+E_T2,96,5.6081404596086255,5.564713200101926,-94.38401655666148,0.13116183460053096
FORWARD-YEAR-B10,2016-TXH1,2016,G,218,2.005591621313269,1.7265936681854919,-2.09814458549656,0.2501258192238264
FORWARD-YEAR-B10,2016-TXH1,2016,G+E_T0,218,2.739390368380343,2.514071959774118,-4.7799558011176515,0.2888520659954992
FORWARD-YEAR-B10,2016-TXH1,2016,G+E_T1,218,2.663033306963742,2.429914788174756,-4.46222851387222,0.2837003882987443
FORWARD-YEAR-B10,2016-TXH1,2016,G+E_T2,218,2.3388976612987715,2.080433281963174,-3.2134622546756173,0.26563397578717524
FORWARD-YEAR-B10,2016-TXH2,2016,G,234,2.33407264795172,1.8677465506691988,-0.5583413851378838,0.16482711137827777
FORWARD-YEAR-B10,2016-TXH2,2016,G+E_T0,234,1.933627275689463,1.5153741340058269,-0.06949656237596047,0.28107125954965584
FORWARD-YEAR-B10,2016-TXH2,2016,G+E_T1,234,2.0945997231242375,1.6532890207672748,-0.25497752830303577,0.3176078357445477
FORWARD-YEAR-B10,2016-TXH2,2016,G+E_T2,234,1.9134476643812113,1.501766539368821,-0.04729020581289256,0.30937585931937955
FORWARD-YEAR-B10,2016-WIH1,2016,G,308,2.4041724390110573,2.016468966514064,-0.5812589300877959,0.34210365154179195
FORWARD-YEAR-B10,2016-WIH1,2016,G+E_T0,308,1.791057464569275,1.4055573064705786,0.12241174378077802,0.3985005875374861
FORWARD-YEAR-B10,2016-WIH1,2016,G+E_T1,308,1.8335809577907871,1.4117086685481222,0.08024545425744667,0.3762580691939065
FORWARD-YEAR-B10,2016-WIH1,2016,G+E_T2,308,6.399131647230899,6.138712584128858,-10.202471625104508,0.3486919807796158
FORWARD-YEAR-B10,2016-WIH2,2016,G,418,2.331449269365786,1.9314174975451772,0.07052572322958695,0.4237503736447162
FORWARD-YEAR-B10,2016-WIH2,2016,G+E_T0,418,2.6773294215756,2.1370984109010736,-0.22571374523729748,0.39115443044276127
FORWARD-YEAR-B10,2016-WIH2,2016,G+E_T1,418,3.874494864729653,3.2519520002893425,-1.56693939080127,0.3519512763816246
FORWARD-YEAR-B10,2016-WIH2,2016,G+E_T2,418,10.973858171655507,10.726660680909474,-19.592265128872587,0.32750714502852735
FORWARD-YEAR-B10,2017-COH1,2017,G,209,2.229024518265587,1.8304221396539002,-1.7773811649782645,0.12989734689265725
FORWARD-YEAR-B10,2017-COH1,2017,G+E_T0,209,1.4299384795230514,1.1421332411778096,-0.14298492159487353,0.15128562434341858
FORWARD-YEAR-B10,2017-COH1,2017,G+E_T1,209,1.3778976233529774,1.022789898068113,-0.06130374563559782,0.149200031660361
FORWARD-YEAR-B10,2017-COH1,2017,G+E_T2,209,1.3509684361006897,1.020214175157063,-0.020225559274644755,0.17506561926922998
FORWARD-YEAR-B10,2017-DEH1,2017,G,168,3.2477967359105886,2.833404259225791,-1.3970668567420912,0.42275954133988053
FORWARD-YEAR-B10,2017-DEH1,2017,G+E_T0,168,3.186040020636678,2.6961345730343047,-1.3067733144168145,0.4488694609711485
FORWARD-YEAR-B10,2017-DEH1,2017,G+E_T1,168,2.170495031331277,1.748878504475766,-0.07058229564241669,0.4262823780740051
FORWARD-YEAR-B10,2017-DEH1,2017,G+E_T2,168,3.9463911387455046,3.482909029297602,-2.5391805592214167,0.41204449519799546
FORWARD-YEAR-B10,2017-GAH1,2017,G,130,2.5179038174010184,2.024510868414056,0.04183967937496946,0.29991188128151075
FORWARD-YEAR-B10,2017-GAH1,2017,G+E_T0,130,4.112048579191283,3.4471976880045574,-1.5555029272674257,0.2808321137648139
FORWARD-YEAR-B10,2017-GAH1,2017,G+E_T1,130,2.628671598644434,2.0819775841192003,-0.044317546527196994,0.26330883246718095
FORWARD-YEAR-B10,2017-GAH1,2017,G+E_T2,130,3.8403934316475494,3.1629977415671324,-1.2290065558126058,0.23851818414694717
FORWARD-YEAR-B10,2017-GAH2,2017,G,84,1.5621098008293988,1.198885072875904,0.04778029460191824,0.24554925402304073
FORWARD-YEAR-B10,2017-GAH2,2017,G+E_T0,84,2.2040826769927038,1.7414040644106183,-0.8957008841981768,0.20385644220459462
FORWARD-YEAR-B10,2017-GAH2,2017,G+E_T1,84,1.5983725440737198,1.2592249349630449,0.0030575885389799717,0.1675244183193997
FORWARD-YEAR-B10,2017-GAH2,2017,G+E_T2,84,2.823766718745351,2.3990038443793886,-2.111513436348832,0.1346160828685785
FORWARD-YEAR-B10,2017-IAH4,2017,G,326,3.2334172133846524,2.9101160451470744,-2.6728645734300875,0.41294350413414366
FORWARD-YEAR-B10,2017-IAH4,2017,G+E_T0,326,3.805856814609603,3.4829868511320092,-4.088459396483181,0.417860375323783
FORWARD-YEAR-B10,2017-IAH4,2017,G+E_T1,326,2.040464795645078,1.681761553634244,-0.46264737395162503,0.4135948621618523
FORWARD-YEAR-B10,2017-IAH4,2017,G+E_T2,326,3.7840784165628625,3.4484455520296753,-4.030390252456603,0.3596057507202095
FORWARD-YEAR-B10,2017-ILH1,2017,G,173,3.0012385782852453,2.6648524270227685,-4.623917395204765,-0.06513480320953578
FORWARD-YEAR-B10,2017-ILH1,2017,G+E_T0,173,3.2664864318268743,2.975071746246726,-5.661923014674685,-0.05928816548937913
FORWARD-YEAR-B10,2017-ILH1,2017,G+E_T1,173,1.9944676741348262,1.6293406126285968,-1.4836585879563486,-0.052499949510516036
FORWARD-YEAR-B10,2017-ILH1,2017,G+E_T2,173,4.637707706003128,4.4111233142620465,-12.429029861837417,-0.05168185654523101
FORWARD-YEAR-B10,2017-INH1,2017,G,163,3.8679922935688147,3.614684933374585,-4.539961252936272,0.4221976041929732
FORWARD-YEAR-B10,2017-INH1,2017,G+E_T0,163,3.2994657839636172,2.953780380694992,-3.031092696001913,0.3903439427193631
FORWARD-YEAR-B10,2017-INH1,2017,G+E_T1,163,2.3834609481994042,2.0430814053664506,-1.103544036752134,0.36447091324283215
FORWARD-YEAR-B10,2017-INH1,2017,G+E_T2,163,4.1633108789246,3.871361134543352,-5.418199459708974,0.3339641392183239
FORWARD-YEAR-B10,2017-MIH1,2017,G,184,2.5282357985458797,2.209067405713709,-0.9975562869349026,0.4005508666848817
FORWARD-YEAR-B10,2017-MIH1,2017,G+E_T0,184,1.62206904572512,1.2893141301926545,0.1777525295524076,0.4622006386523399
FORWARD-YEAR-B10,2017-MIH1,2017,G+E_T1,184,1.6240937873279406,1.2695384614094831,0.17569851375088896,0.473075676846897
FORWARD-YEAR-B10,2017-MIH1,2017,G+E_T2,184,1.8143709114182298,1.5177079215983407,-0.02876462409699121,0.4653354962191217
FORWARD-YEAR-B10,2017-MNH1,2017,G,212,1.8085421560832167,1.4378617991304792,-0.3669085005002719,0.22944972693153795
FORWARD-YEAR-B10,2017-MNH1,2017,G+E_T0,212,1.5358127731427822,1.1842807934572326,0.014268302644382835,0.19437387881586476
FORWARD-YEAR-B10,2017-MNH1,2017,G+E_T1,212,1.8142755691693495,1.4672711608369358,-0.37558894348417304,0.12712031965829407
FORWARD-YEAR-B10,2017-MNH1,2017,G+E_T2,212,1.9560564399179463,1.603147117864702,-0.5989870078941495,0.10318656792335107
FORWARD-YEAR-B10,2017-NYH1,2017,G,204,1.6176530841207792,1.286667248227926,-0.02114598859228356,0.14833870062490906
FORWARD-YEAR-B10,2017-NYH1,2017,G+E_T0,204,1.630856174233524,1.3207675155902738,-0.0378829552800104,0.15593092306195033
FORWARD-YEAR-B10,2017-NYH1,2017,G+E_T1,204,1.6041601126334983,1.297682069121696,-0.004182115524733687,0.17529789959513012
FORWARD-YEAR-B10,2017-NYH1,2017,G+E_T2,204,1.6197639184049175,1.3128567248173835,-0.023812662048927624,0.1585902148581786
FORWARD-YEAR-B10,2017-NYH2,2017,G,197,3.0483863825506097,2.7651016894383154,-3.110877147990214,0.22017131521388392
FORWARD-YEAR-B10,2017-NYH2,2017,G+E_T0,197,3.4071762473027434,3.1296300469712,-4.135511088760742,0.1713033597201033
FORWARD-YEAR-B10,2017-NYH2,2017,G+E_T1,197,3.3167085311791866,3.028138206008369,-3.866414395103094,0.14938352931428664
FORWARD-YEAR-B10,2017-NYH2,2017,G+E_T2,197,3.3875076359159255,3.089288071851082,-4.076390679965904,0.11111192132619399
FORWARD-YEAR-B10,2017-NYH3,2017,G,132,2.4376313454983363,2.108086670416029,-1.1409423929429612,0.1859720936386204
FORWARD-YEAR-B10,2017-NYH3,2017,G+E_T0,132,2.645267026320429,2.3307252710557416,-1.5212038804458174,0.259541460655582
FORWARD-YEAR-B10,2017-NYH3,2017,G+E_T1,132,2.5422811700185264,2.2330378749195443,-1.3287136647639604,0.2675615126308262
FORWARD-YEAR-B10,2017-NYH3,2017,G+E_T2,132,2.5255208912883753,2.218184701735109,-1.2981102554631434,0.25736363701990705
FORWARD-YEAR-B10,2017-TXH1-Dry,2017,G,133,2.5966348388107865,2.241312833202758,-2.0410966957382723,0.1059685960147017
FORWARD-YEAR-B10,2017-TXH1-Dry,2017,G+E_T0,133,3.677249348157252,3.3754038278661285,-5.098943768989294,0.12425186186099564
FORWARD-YEAR-B10,2017-TXH1-Dry,2017,G+E_T1,133,2.0194198063663364,1.673411516286061,-0.8393386337438924,0.06629358412563585
FORWARD-YEAR-B10,2017-TXH1-Dry,2017,G+E_T2,133,2.2729259210698123,1.9250498191110712,-1.3301239991863518,0.09008113040211622
FORWARD-YEAR-B10,2017-TXH1-Early,2017,G,178,2.9489698963770317,2.614158486675957,-3.4135374421149516,0.09878566458425611
FORWARD-YEAR-B10,2017-TXH1-Early,2017,G+E_T0,178,4.078738709803816,3.824127537972199,-7.443021712291733,0.10475999391811716
FORWARD-YEAR-B10,2017-TXH1-Early,2017,G+E_T1,178,2.2889403771186028,1.9150792863638548,-1.6589801624616722,0.023556724451961934
FORWARD-YEAR-B10,2017-TXH1-Early,2017,G+E_T2,178,2.582354135457131,2.2139914385542623,-2.384369217384175,0.03212701155997288
FORWARD-YEAR-B10,2017-TXH1-Late,2017,G,133,2.8633621945535777,2.663630435608828,-7.30537711430817,0.07781991095097028
FORWARD-YEAR-B10,2017-TXH1-Late,2017,G+E_T0,133,4.4262409992283684,4.2929830236951325,-18.846178670446026,0.04629093389279616
FORWARD-YEAR-B10,2017-TXH1-Late,2017,G+E_T1,133,3.1088110513191705,2.9217556003293605,-8.790287329324624,-0.007551041553439291
FORWARD-YEAR-B10,2017-TXH1-Late,2017,G+E_T2,133,3.9196598885387735,3.764368574373357,-14.563366793203935,-0.01559520192083017
FORWARD-YEAR-B10,2017-TXH2,2017,G,131,1.8692755728074664,1.5355639865073125,0.009695771920834817,0.16246373977833545
FORWARD-YEAR-B10,2017-TXH2,2017,G+E_T0,131,2.2236870858278186,1.8487948661237756,-0.40142325395671286,0.15735106044832028
FORWARD-YEAR-B10,2017-TXH2,2017,G+E_T1,131,1.9014082815565037,1.5404953428976864,-0.02464336937049061,0.09399832287227992
FORWARD-YEAR-B10,2017-TXH2,2017,G+E_T2,131,1.8863424524396348,1.5398614340936214,-0.008470152880678983,0.10377801119717131
FORWARD-YEAR-B10,2017-WIH1,2017,G,274,4.17108603603493,3.777362193247023,-2.8039713960630945,0.36896766557346206
FORWARD-YEAR-B10,2017-WIH1,2017,G+E_T0,274,4.032181898199257,3.643169786070377,-2.554832792200346,0.38816602647336595
FORWARD-YEAR-B10,2017-WIH1,2017,G+E_T1,274,3.065464480453654,2.684965223223077,-1.054620056263201,0.38399479638668255
FORWARD-YEAR-B10,2017-WIH1,2017,G+E_T2,274,2.8479663249301943,2.482401355185092,-0.7734079299436161,0.3699767310094067
FORWARD-YEAR-B10,2017-WIH2,2017,G,278,3.450011540254324,3.125730933047038,-3.2304529306940495,0.4417819492389928
FORWARD-YEAR-B10,2017-WIH2,2017,G+E_T0,278,2.756607369515592,2.4131661584882647,-1.700819729436112,0.46284415931136735
FORWARD-YEAR-B10,2017-WIH2,2017,G+E_T1,278,2.0096762932090546,1.6827492237516806,-0.4354827918697779,0.46459781547008216
FORWARD-YEAR-B10,2017-WIH2,2017,G+E_T2,278,2.139291982170744,1.7997288083087788,-0.6266192167463092,0.42604167794443953
FORWARD-YEAR-B10,2018-ARH2,2018,G,429,4.337969764836982,4.270874663074423,-43.500123550916385,-0.0603620869032204
FORWARD-YEAR-B10,2018-ARH2,2018,G+E_T0,429,3.990946047652463,3.922411755767903,-36.66516626034564,-0.04072015740690455
FORWARD-YEAR-B10,2018-ARH2,2018,G+E_T1,429,4.280994296308884,4.215708511934303,-42.338859049354895,-0.026837344045072067
FORWARD-YEAR-B10,2018-ARH2,2018,G+E_T2,429,5.088545960962216,5.034991795052349,-60.231595850957014,-0.028316722038713164
FORWARD-YEAR-B10,2018-DEH1,2018,G,595,2.6102539058219527,2.0143029002700565,-0.6845142508597108,0.32234785540116384
FORWARD-YEAR-B10,2018-DEH1,2018,G+E_T0,595,3.153920193734094,2.5835676565903567,-1.459294737646832,0.29585299016433614
FORWARD-YEAR-B10,2018-DEH1,2018,G+E_T1,595,3.2989864791192525,2.749466231894917,-1.6907308126665215,0.30850737364935554
FORWARD-YEAR-B10,2018-DEH1,2018,G+E_T2,595,3.1294570640393657,2.560460403083338,-1.4212920480451534,0.30118156316972367
FORWARD-YEAR-B10,2018-IAH2,2018,G,434,3.2199048172335036,2.842332815115708,-2.49897285941163,0.12008880051439351
FORWARD-YEAR-B10,2018-IAH2,2018,G+E_T0,434,2.9552225397927163,2.571104326561839,-1.9473715505776923,0.11700140308127681
FORWARD-YEAR-B10,2018-IAH2,2018,G+E_T1,434,3.021685487486575,2.6370811294956615,-2.0814350890097653,0.10595628207884285
FORWARD-YEAR-B10,2018-IAH2,2018,G+E_T2,434,2.9625233645304276,2.5774097080115252,-1.9619523972354949,0.1098293486592528
FORWARD-YEAR-B10,2018-IAH4,2018,G,804,2.817396983033129,2.5288498494766483,-3.7831859689082306,0.006591095595157163
FORWARD-YEAR-B10,2018-IAH4,2018,G+E_T0,804,2.2768013417342523,1.9681084304909569,-2.123715361875429,0.011126875538244468
FORWARD-YEAR-B10,2018-IAH4,2018,G+E_T1,804,2.9479478683046247,2.66828160738827,-4.236737133777057,-0.001547262875422077
FORWARD-YEAR-B10,2018-IAH4,2018,G+E_T2,804,2.7008001711652474,2.4079455754152916,-3.3954776991841493,0.0038335729885079555
FORWARD-YEAR-B10,2018-ILH1,2018,G,394,2.9325809832317455,2.5816754813827796,-2.4855579865138937,-0.1033228276267137
FORWARD-YEAR-B10,2018-ILH1,2018,G+E_T0,394,2.476390822002178,2.106404013075424,-1.4854821910424798,-0.11432419183333847
FORWARD-YEAR-B10,2018-ILH1,2018,G+E_T1,394,2.7300306107354393,2.3689817778945583,-2.0206980654013704,-0.13052114268121484
FORWARD-YEAR-B10,2018-ILH1,2018,G+E_T2,394,2.516988158178534,2.1477690802624902,-1.5676429326875043,-0.12567246565269197
FORWARD-YEAR-B10,2018-INH1,2018,G,407,2.5778993106993005,2.2434314992160806,-2.719137229543267,-0.034704534649766555
FORWARD-YEAR-B10,2018-INH1,2018,G+E_T0,407,2.5020590471411217,2.1657204031683843,-2.5035265400492484,-0.026453218061703032
FORWARD-YEAR-B10,2018-INH1,2018,G+E_T1,407,2.660569848119407,2.3326407079325757,-2.9614997469378017,-0.01762473188147533
FORWARD-YEAR-B10,2018-INH1,2018,G+E_T2,407,2.5843777589443024,2.2530643997689808,-2.737853641967009,-0.01952617886983971
FORWARD-YEAR-B10,2018-MIH1,2018,G,375,1.9731528393614182,1.684782834679031,-1.3128636092685735,0.10210667179751919
FORWARD-YEAR-B10,2018-MIH1,2018,G+E_T0,375,2.846854756920384,2.573584779808214,-3.8145886809960663,0.0769936477577486
FORWARD-YEAR-B10,2018-MIH1,2018,G+E_T1,375,1.8505880925686486,1.5627197015264431,-1.034455037873263,0.09144813324611747
FORWARD-YEAR-B10,2018-MIH1,2018,G+E_T2,375,1.3996097951994937,1.1311893194945746,-0.16370396992098324,0.08361863298124747
FORWARD-YEAR-B10,2018-MNH1,2018,G,916,1.8077041892559378,1.3749442986502578,-0.13817250389909508,0.20842866460083867
FORWARD-YEAR-B10,2018-MNH1,2018,G+E_T0,916,1.7255016735015412,1.419050926479618,-0.03701283198382321,0.16390053586747907
FORWARD-YEAR-B10,2018-MNH1,2018,G+E_T1,916,1.7641624520307497,1.3565595009056333,-0.08400306351646014,0.15830129873952287
FORWARD-YEAR-B10,2018-MNH1,2018,G+E_T2,916,2.1288521221690018,1.625580095348322,-0.5784991425750543,0.15979518358352404
FORWARD-YEAR-B10,2018-MOH1,2018,G,790,1.6803412408540679,1.3583363894507219,-0.720344654836969,-0.014702509825415813
FORWARD-YEAR-B10,2018-MOH1,2018,G+E_T0,790,1.975169116406561,1.6438266786071294,-1.376999346081429,-0.01362715794900483
FORWARD-YEAR-B10,2018-MOH1,2018,G+E_T1,790,1.52516175170289,1.2173029920660665,-0.4172690406104027,-0.017330835130292075
FORWARD-YEAR-B10,2018-MOH1,2018,G+E_T2,790,1.541165285802538,1.230985124139641,-0.44716791657318544,-0.017414023535145078
FORWARD-YEAR-B10,2018-NCH1,2018,G,639,2.813410385290413,2.3300487069409335,-0.7089274384926421,0.3089112235365177
FORWARD-YEAR-B10,2018-NCH1,2018,G+E_T0,639,3.3467038258180635,2.8321086273599727,-1.4181988521874724,0.2882381039697988
FORWARD-YEAR-B10,2018-NCH1,2018,G+E_T1,639,2.9794947771379516,2.4824189067458122,-0.91664953130454,0.3087937755981904
FORWARD-YEAR-B10,2018-NCH1,2018,G+E_T2,639,2.6517991541757207,2.183925063043694,-0.5182339750271465,0.301297938906022
FORWARD-YEAR-B10,2018-NYH1,2018,G,373,1.8685041710208685,1.4662250825595453,-0.07534312967106538,0.017336423629468276
FORWARD-YEAR-B10,2018-NYH1,2018,G+E_T0,373,1.9322635224666262,1.4960358798398643,-0.14998356061455365,0.0038020372246471952
FORWARD-YEAR-B10,2018-NYH1,2018,G+E_T1,373,1.887245798097357,1.4763872393919153,-0.09702330977883467,-0.011638046746638053
FORWARD-YEAR-B10,2018-NYH1,2018,G+E_T2,373,1.8355669602094482,1.4608889415584125,-0.037765874059026316,-0.009764409273050882
FORWARD-YEAR-B10,2018-NYH2,2018,G,395,1.990122009582552,1.5552665518567719,-0.09554005425908607,0.20497939502538465
FORWARD-YEAR-B10,2018-NYH2,2018,G+E_T0,395,2.1280796323459086,1.6787130722327692,-0.25269286919183354,0.19456229494275507
FORWARD-YEAR-B10,2018-NYH2,2018,G+E_T1,395,2.1389225276236576,1.6880188670053473,-0.2654907181711508,0.1875843337448545
FORWARD-YEAR-B10,2018-NYH2,2018,G+E_T2,395,2.1580323673116633,1.704189471711637,-0.28820435584526094,0.18825300123450273
FORWARD-YEAR-B10,2018-NYH3,2018,G,416,1.6092586432640439,1.2712446875350298,-0.0013138223151529793,0.10118302397951891
FORWARD-YEAR-B10,2018-NYH3,2018,G+E_T0,416,3.7654235184339098,3.43662005227367,-4.482090139719281,0.11070371586456737
FORWARD-YEAR-B10,2018-NYH3,2018,G+E_T1,416,3.514817362568267,3.168227254427609,-3.7766567786369114,0.10597264961375523
FORWARD-YEAR-B10,2018-NYH3,2018,G+E_T2,416,3.4743254429703225,3.1257322111957184,-3.6672332310941007,0.10864505689932169
FORWARD-YEAR-B10,2018-OHH1,2018,G,380,2.9178635327026474,2.6098129850017187,-3.293856711712005,-0.07810140855014569
FORWARD-YEAR-B10,2018-OHH1,2018,G+E_T0,380,3.7728408779610216,3.503559781521334,-6.1788449433117325,-0.10501681562826395
FORWARD-YEAR-B10,2018-OHH1,2018,G+E_T1,380,2.7174829631983615,2.4015761783405827,-2.724356583630785,-0.11186537744914961
FORWARD-YEAR-B10,2018-OHH1,2018,G+E_T2,380,1.9583269159718142,1.652451767701641,-0.9341403323869302,-0.1117309973657479
FORWARD-YEAR-B10,2018-SCH1,2018,G,378,3.1633593002561446,2.870423627571862,-4.542698352884641,0.11375053378618344
FORWARD-YEAR-B10,2018-SCH1,2018,G+E_T0,378,2.4531514089576794,2.130993875002799,-2.333288515668438,0.1250478182322921
FORWARD-YEAR-B10,2018-SCH1,2018,G+E_T1,378,2.7726013840779475,2.4643940866603358,-3.25793541674092,0.13666536701967077
FORWARD-YEAR-B10,2018-SCH1,2018,G+E_T2,378,3.3781722519816175,3.1037312249868942,-5.3210289469661,0.13249019955590294
FORWARD-YEAR-B10,2018-TXH1-Dry,2018,G,369,2.1208421137783895,1.7573473389175815,-1.6926051695496769,-0.10990881005008639
FORWARD-YEAR-B10,2018-TXH1-Dry,2018,G+E_T0,369,1.838308148483097,1.483113270286542,-1.0229848132603974,-0.11626535014677171
FORWARD-YEAR-B10,2018-TXH1-Dry,2018,G+E_T1,369,1.9605570090024516,1.5942256382389168,-1.300991150611142,-0.11916065443333577
FORWARD-YEAR-B10,2018-TXH1-Dry,2018,G+E_T2,369,1.8574279366882016,1.4983497045843799,-1.0652847799686516,-0.12089394699984478
FORWARD-YEAR-B10,2018-TXH1-Early,2018,G,404,1.2730242592683654,0.974190428313383,-0.09613095932758031,-0.028136450369200625
